location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,WAW,Women for Afghan Women,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,WHH,Welthungerhilfe,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,WPSO,"Wellness, Prosperity & Socio-Empowerment Organization",National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Jawzjan,Shiberghan,AF28,Jawzjan,AF2801,Shiberghan,2,YHDO,Youth Health and Development Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,ACF - US,Action against Hunger - US,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,AIL,Afghan Institute of Learning,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,ASCHIANA,ASCHIANA: Afghansitan's Children - a New Approach,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,AYSO,Afghan  Youth Service Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,CARE,Care International in Afghanistan,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,CDE,La Chaîne de L'Espoir,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,DDG,Danish Demining Group,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,GDWS,Georg Dechentreiter Welfare Society,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,HAS,Humanitarian Assistance Society,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,HRRAC,Human Rights Research and Advocacy Consortium,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,IOM,International Organization for Migration,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,MAPWO,Move Against Poverty Women Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,MCPA,Mine Clearence Program for Afghanistan ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,NRC,Norwegian Refugee Council,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,OCCD,Organization for Community Coordination of Development,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,OPHCD,Organization for Promotion of Health & Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,OPM,Operation Mercy Afghanistan,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,ORCD,Organization for Research and Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,PUI,Première Urgence Internationale,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,SDOA,Sustainable Development Organization of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UA,Union Aid,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UA,Union Aid,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UNFPA,United Nations Population Fund,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UNICEF,United Nations Children's Fund,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,WFAID,World Federation,International NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Bagrami,AF01,Kabul,AF0104,Bagrami,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,FAO,Food and Agriculture Organization,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,HAS,Humanitarian Assistance Society,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,HRRAC,Human Rights Research and Advocacy Consortium,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,IRC,International Rescue Committee,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,MAPWO,Move Against Poverty Women Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,NRC,Norwegian Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,NSRDO,New Society Reconstruction Development Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,OCCD,Organization for Community Coordination of Development,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,OPHCD,Organization for Promotion of Health & Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,PACO,People Action For Change organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,PUI,Première Urgence Internationale,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,SCI,Save the Children International,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,SSEOA,Shining Star Educational Organisation of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Chahar Asyab,AF01,Kabul,AF0103,Chahar Asyab,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,AYSO,Afghan  Youth Service Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,DACAAR,Danish Committee for Aid to Afghan Refugees,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,DRC,Danish Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,HRRAC,Human Rights Research and Advocacy Consortium,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,IOM,International Organization for Migration,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,IRC,International Rescue Committee,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,JOIN,Johanniter International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,MAPWO,Move Against Poverty Women Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,MCPA,Mine Clearence Program for Afghanistan ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,NRC,Norwegian Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,NRC,Norwegian Refugee Council,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,NSRDO,New Society Reconstruction Development Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,PIN,People in Need,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,PUI,Première Urgence Internationale,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,UN-Habitat,United Nations Human Settlements Programme,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WCC,World Council of Churches,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Deh Sabz,AF01,Kabul,AF0105,Deh Sabz,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,DRC,Danish Refugee Council,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,DRC,Danish Refugee Council,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,DRC,Danish Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,HAS,Humanitarian Assistance Society,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,NSRDO,New Society Reconstruction Development Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,OPHCD,Organization for Promotion of Health & Community Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,PUI,Première Urgence Internationale,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,PUI,Première Urgence Internationale,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,UA,Union Aid,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Estalef,AF01,Kabul,AF0113,Estalef,2,WSTA,Watan Social and Technical Services Association,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,ARSDO,Afghanistan Relief and Sustainable Development Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,AYSO,Afghan  Youth Service Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,INTERSOS,INTERSOS - Humanitarian Aid Organization,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,IOM,International Organization for Migration,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,JOIN,Johanniter International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,NSRDO,New Society Reconstruction Development Organization ,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,PUI,Première Urgence Internationale,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,PUI,Première Urgence Internationale,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,RI,Relief International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Kabul,Farza,AF01,Kabul,AF0112,Farza,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
